Fecha,Inventario,Promocion,Canal_ecommerce,Descuento_promedio,Dias_inventario,Clima_favorable,Eventos_deportivos,Ventas
2015-01-01,539.7371322408986,174.57441907863782,0.29822579042691677,9.569730350623212,16.74143123833409,0.6341747057493964,0.0,93.2134687807117
2015-01-02,488.9388559063052,172.79515349696877,0.35417508054195207,9.90203228877907,16.416617962678334,0.6024510861263083,0.0890028706126256,104.83564911607112
2015-01-03,551.8150830480554,92.2614096421991,0.3103928408432286,10.192884635762745,10.317400770972544,0.513768986716527,0.1825943187414828,89.47198146373003
2015-01-04,621.8423885126421,180.19458849791377,0.41656270704191795,12.84058438493854,17.897921108818693,0.5994946678304425,0.3299337821849383,95.3787213655802
2015-01-05,481.26773002213315,243.9697449093047,0.5795767797192869,7.75834807453977,7.54958662211691,0.6981683250985887,0.5048324653213756,87.96063829297017
2015-01-06,481.2690434440656,123.5460728553923,0.2843436764288193,7.460959025462021,11.729078371198357,0.5747675742042321,0.4388271886743529,84.12375045274874
2015-01-07,626.3370252405913,262.9089590630355,0.5501230746652621,13.709859226428925,5.004560935510961,0.6839535260460547,0.06413504031050288,111.36726152208729
2015-01-08,561.3947783322327,229.2664892650603,0.2827491891479669,8.612065774356106,22.793132584814074,0.4326662443153905,0.2256575475668695,57.212404445816084
2015-01-09,462.4420491252038,155.94600068173773,0.2728559181254674,6.210893939268802,13.842252530273523,0.479221269770859,0.3152751177405133,90.5432176046159
2015-01-10,543.4048034868772,191.50822175972917,0.5227891927514821,8.54461017370039,25.834420174081558,0.45313589934520493,0.24755857511070012,73.95348246268259
2015-01-11,462.926584575003,295.899308458462,0.5382904567011425,9.009841794267997,19.014749632597475,0.4869737256415187,0.24614095482634113,99.25725210189891
2015-01-12,462.74161971437945,244.01286881035196,0.5277114905143981,14.664888183177295,17.240491066755123,0.8574362093412182,0.0,95.32154600487077
2015-01-13,519.3569817252827,200.52701929388886,0.20263038876727885,12.774478637130212,12.068861528595004,0.745207758622072,0.06945316977207189,94.72871734639257
2015-01-14,346.93758042737613,185.73900098234094,0.3301073532891924,13.442561849896727,9.7682498215629,0.38461537626313086,0.21941203017214533,70.68977146229828
2015-01-15,362.00657339895736,204.59654422709957,0.5234482888004982,12.459920927040358,17.614857869484727,0.687499659281691,0.0,75.84548850112104
2015-01-16,455.01699766072215,169.2941865234618,0.4062312760845842,12.838731014845942,14.642429953635089,0.5218835374702859,0.4281288640019709,102.8290050708306
2015-01-17,418.9735103732461,73.71502965685912,0.2389460730703804,7.935753620259046,8.303648422573495,0.4635230829056869,0.025464180057786057,65.49927635034814
2015-01-18,525.1397866076219,322.53067463208384,0.4687476908688163,9.404193533939546,7.415707917458407,0.30285210685549857,0.43736762665302753,81.37026153725816
2015-01-19,427.3580739583031,209.31949995196408,0.29277891115127946,7.030254060929353,10.206481354282081,0.7943837387640489,0.419783200894182,93.55889669725241
2015-01-20,387.0157038931767,223.88883590735222,0.6691787272588319,9.3685359083889,24.10483612633115,0.32722737006657227,0.19126139137752313,79.64510915396258
2015-01-21,617.2519015137243,196.52553500738549,0.6317262193627388,12.052314972804222,26.06638959005652,0.5896073643980251,0.5001096651403075,122.87012907892365
2015-01-22,481.9378959610772,155.89299195652472,0.4906146139533351,10.40374985443674,16.02494573654455,0.4107377508550262,0.44863946898498663,106.17026173802059
2015-01-23,505.4022563750339,188.84453114307377,0.6041510057154661,13.934442456880886,15.744713981206441,0.7551687894139849,0.23820770583307188,100.20936517898426
2015-01-24,386.0201451029235,104.03631426834133,0.40971870251850717,6.575752623318342,13.318398140852395,0.5331296347372099,0.21564807696166033,64.2976422289954
2015-01-25,456.4493820379854,336.62518988319823,0.5148156241562524,11.50071505209472,10.327573258452489,0.573107468895931,0.5194465571328714,103.09524900106938
2015-01-26,508.8738071767893,125.92928009465624,0.6216580442953112,6.255091594392046,21.87589528803622,0.5798531474139934,0.34640276788153285,74.96021568983461
2015-01-27,407.9205138062158,138.08202296916923,0.43682480226914694,10.282529407520927,24.36788196948568,0.6605140669871566,0.5089394336736285,93.95867104995916
2015-01-28,530.0558414676537,173.58444773681597,0.3617219242728575,12.221000267669437,10.532904570803574,0.6026009527966618,0.0,102.65892293794006
2015-01-29,451.9489048064956,277.28454349114264,0.14430670627343267,9.356492299527343,14.585808107876993,0.5913453622077767,0.3196970194038924,104.54166130417963
2015-01-30,476.6645000165379,200.87053995575926,0.3875299711417759,11.653379812260868,12.75066849644916,0.49631960494904437,0.0,74.89814803639219
2015-01-31,451.86347102164825,125.83185223817226,0.5235134776843468,7.120802995501197,12.898804625675115,0.28505412533158137,0.29484229850264737,68.28283805393143
2015-02-01,648.1822547607151,275.26030164544034,0.5418450141351445,5.008930065410851,20.929541277149312,0.3762898080916289,0.44276404166917677,84.51265547409923
2015-02-02,498.9202220209653,243.86003760712887,0.4756547598577615,11.671088867463409,8.44019227316939,0.7436959477361291,0.6478280291498206,84.75140153667208
2015-02-03,415.38312568352796,232.30609743298714,0.31880513575566405,15.232030702227199,17.33234845468153,0.5388361073347404,0.11236665431256279,67.04824654017133
2015-02-04,565.8035929682551,242.94405447025042,0.10347676465786143,7.011865179490323,18.64119053652933,0.46719804445550406,0.19485903893960338,76.21103422887764
2015-02-05,402.3325080023182,343.66171403494707,0.32571773529928977,13.666582540320386,14.289244131990904,0.318854371116391,0.2808934185848925,93.73957847030313
2015-02-06,516.7090876003805,331.1056937021667,0.35434826934190733,10.130270226449234,19.465339134933863,0.2560705719819295,0.10509377970762188,85.89632639398867
2015-02-07,343.22639008961795,158.7970794198023,0.3530606549214979,5.992925434920772,15.738259202687251,0.4593586239743603,0.49571194575785144,64.0626347446653
2015-02-08,393.74511608812554,297.43309956866915,0.4927834535466887,6.605484095943512,21.08564960578056,0.7776105708090514,0.2859810909268753,78.36456311218262
2015-02-09,515.7488988695299,222.99009138553401,0.697851461652226,10.04735432008195,7.3889734753707295,0.4885859612755363,0.3243914046752092,95.80985637609116
2015-02-10,559.0773263996329,229.94574896826498,0.418529380276164,8.78661313622769,13.256123694965654,0.6800971050482895,0.4240346253548317,93.91804851536412
2015-02-11,513.7094624951976,98.46375010140028,0.36749023162653077,6.061261069725283,14.640934285744827,0.4793880341204084,0.2856576967249181,87.42087589596221
